,signal
2741,0.011264241
2742,-0.001031493
2743,-0.001973781
2744,0.005767813
2745,-0.00487098
2746,-0.001784392
2747,0.002219393
2748,0.005589071
2749,-0.017339377
2750,0.014968319
2751,-0.010034076
2752,0.010351503
2753,-0.004519636
2754,0.002513866
2755,-0.005337956
2756,0.004952936
2757,-0.006244331
2758,0.004538762
2759,0.001759625
2760,-0.003219595
2761,0.001611484
2762,-0.000674711
2763,0.002417573
2764,-0.006360204
2765,0.009294808
2766,-0.007022442
2767,0.004406991
2768,-0.008207475
2769,0.007233948
2770,-0.003182981
2771,0.00609904
2772,-0.005558201
2773,-0.002499058
2774,0.011792468
2775,-0.007943644
2776,-0.006388865
2777,0.00293129
2778,0.005661919
2779,0.000437327
2780,-0.004391702
2781,0.005034839
2782,-0.006556218
2783,-0.003267256
2784,0.008697225
2785,-0.001510637
2786,0.004953108
2787,-0.0118146
2788,0.015241139
2789,-0.012453819
2790,-0.003018749
2791,0.014454005
2792,-0.010034423
2793,0.002510526
2794,-0.007221916
2795,0.012106165
2796,-0.005501485
2797,-0.00405118
2798,0.011880583
2799,-0.012470012
2800,0.000340367
2801,0.005752585
2802,-0.003575327
2803,0.002538723
2804,-0.000443421
2805,0.0018441
2806,-0.001214752
2807,-0.001842303
2808,-0.005916168
2809,0.01093796
2810,0.003252103
2811,-0.012243418
2812,0.001842725
2813,0.014554046
2814,-0.020080206
2815,0.009017174
2816,0.006621041
2817,-0.006678728
2818,-0.003467278
2819,0.004411095
2820,-0.004597597
2821,0.003011629
2822,0.006042188
2823,-0.012932459
2824,0.007988806
2825,0.002716068
2826,-0.001690781
2827,-0.004801226
2828,-0.002532093
2829,0.016203202
2830,-0.007795216
2831,-0.010103341
2832,0.009658387
2833,0.00057191
2834,-0.002733362
2835,-0.003599648
2836,0.006112572
2837,-0.006472072
2838,0.002622097
2839,0.001422734
2840,0.000754231
2841,0.003934442
2842,-0.007918059
2843,-0.00101756
2844,0.005120748
2845,0.004017802
2846,-0.009923367
2847,0.011114668
2848,-0.005281911
2849,-0.006372533
2850,0.006267655
2851,-0.001611955
2852,-0.001313838
2853,0.000910857
2854,0.001463651
2855,0.003920676
2856,-0.001310774
2857,-0.007474141
2858,0.001420554
2859,0.006950536
2860,-0.007054719
2861,0.002627478
2862,0.00656065
2863,-0.013585603
2864,0.009715741
2865,0.001567358
2866,-0.002083
2867,-0.003397121
2868,-0.000118628
2869,0.003490158
2870,-0.001770309
2871,-0.000946131
2872,0.00032248
2873,0.001246232
2874,-0.000973921
2875,0.000699142
2876,-0.000902727
2877,0.004541827
2878,-0.003714762
2879,-0.003302446
2880,0.0049579
2881,0.000698658
2882,-0.003530489
2883,-0.000144508
2884,0.003241
2885,-0.003761808
2886,-0.001467394
2887,0.007695172
2888,-0.00339348
2889,-0.004917
2890,0.003850982
2891,0.001766409
2892,-0.00112023
2893,0.001309485
2894,-0.003223971
2895,-0.000214276
2896,0.005028405
2897,-0.00241194
2898,-0.010370738
2899,0.017589983
2900,-0.009490835
2901,-0.001935597
2902,-0.000853947
2903,0.005532343
2904,0.003461118
2905,-0.00888082
2906,0.001830345
2907,0.004089862
2908,-0.002670293
2909,0.003488411
2910,-0.002876011
2911,-0.002915288
2912,0.005638865
2913,-0.003286191
2914,0.006268069
2915,-0.012313336
2916,0.005248233
2917,0.005977706
2918,-0.006999125
2919,-0.00258919
2920,0.009461789
2921,0.005554261
2922,-0.018587048
2923,0.003503271
2924,0.007006299
2925,-0.002713155
2926,0.003536896
2927,-0.006905128
2928,0.011233156
2929,-0.012766326
2930,0.011205842
2931,-0.009178039
2932,0.003546779
2933,-0.003435612
2934,7.13e-05
2935,0.002799581
2936,0.010192683
2937,-0.009805608
2938,-0.006467748
2939,0.00752864
2940,0.00218659
2941,-0.002319589
2942,-0.006949736
2943,0.011069176
2944,-0.00244086
2945,-0.004127718
2946,-0.00087296
2947,0.004902919
2948,-0.007031574
2949,0.01006144
2950,-0.003411511
2951,-3.88e-05
2952,-0.004465597
2953,0.003734924
2954,-0.006443254
2955,0.005767558
2956,-0.000628003
2957,0.003106455
2958,-0.003224972
2959,0.001137784
2960,0.000405836
2961,-0.007337718
2962,0.011255151
2963,-0.003897518
2964,-0.005753665
2965,0.003394446
2966,0.002170556
2967,-0.001834894
2968,0.006408664
2969,-0.012205001
2970,0.007195334
2971,0.002548876
2972,-0.004721986
2973,0.004017093
2974,-0.005368974
2975,0.002030233
2976,0.00181457
2977,-0.001015851
2978,-0.001868583
2979,0.004707687
2980,0.001060558
2981,-0.00661745
2982,0.003919909
2983,-0.005370724
2984,0.004770146
2985,0.000894029
2986,0.001584149
2987,-0.010612916
2988,0.005579284
2989,0.009334835
2990,-0.010265431
2991,0.005042411
2992,-0.002351996
2993,-0.004466685
2994,0.003396109
2995,0.006803204
2996,-0.009018611
2997,0.007377299
2998,-0.001055858
2999,-0.009383468
3000,0.010389676
3001,-0.00524659
3002,0.003607746
3003,-0.002381777
3004,0.002274698
3005,-0.005819223
3006,0.005500886
3007,-0.005473611
3008,0.007504475
3009,-0.003717919
3010,-0.002954992
3011,0.000280747
3012,0.006817606
3013,-0.000807349
3014,-0.006889081
3015,0.005291027
3016,-0.002447176
3017,0.003752071
3018,-0.00859293
3019,0.006256084
3020,0.001679214
3021,-0.005959285
3022,0.005739814
3023,0.000843605
3024,-0.006964773
3025,-0.000731201
3026,0.011733733
3027,-0.010327895
3028,0.005225262
3029,-0.003910789
3030,-0.000588567
3031,0.00388994
3032,0.002056663
3033,-0.006268222
3034,0.006776716
3035,-0.005048185
3036,-0.001475531
3037,0.000969047
3038,0.005549052
3039,-0.004649129
3040,0.002112898
3041,-0.002572976
3042,-0.000189439
3043,-9.74e-05
3044,0.005402068
3045,-0.006612017
3046,0.0018891
3047,0.00179129
3048,-0.001428303
3049,0.008735239
3050,-0.013262434
3051,-0.000745863
3052,0.010672607
3053,-0.008536595
3054,0.008097157
3055,-0.005680882
3056,-0.000515719
3057,-0.002167247
3058,0.012037137
3059,-0.015603718
3060,0.010426544
3061,0.000559454
3062,-0.005442147
3063,0.000911042
3064,0.002098251
3065,-0.004277824
3066,0.009335778
3067,-0.014961133
3068,0.00456381
3069,0.007131346
3070,0.004564802
3071,-0.01017505
3072,-0.00305604
3073,0.006964018
3074,0.000486599
3075,0.001736738
3076,-0.003867665
3077,0.000497383
3078,-0.003679035
3079,0.007245996
3080,-0.003545052
3081,-0.005505588
3082,0.011680735
3083,-0.007002363
3084,-0.002877464
3085,0.006593096
3086,-0.004807313
3087,-0.001828322
3088,0.003953767
3089,0.007085298
3090,-0.010534996
3091,0.007116407
3092,-0.004457647
3093,-0.000685452
3094,-0.006077434
3095,0.005411312
3096,0.006228702
3097,-0.001036902
3098,-0.009061235
3099,0.014717005
3100,-0.009180662
3101,-0.004024485
3102,-0.000249519
3103,0.008537108
3104,-0.004661289
3105,-0.003137418
3106,0.001082715
3107,0.008269528
3108,-0.005086956
3109,-0.002048314
3110,0.00411567
3111,-0.011774552
3112,0.007674302
3113,-0.002525097
3114,0.020126308
3115,-0.017469905
3116,-0.000244174
3117,0.001592046
3118,0.002088777
3119,-0.004946673
3120,-0.003639584
3121,0.005606116
3122,0.00965775
3123,-0.017758126
3124,0.004927363
3125,0.017809396
3126,-0.01969016
3127,0.011846152
3128,-0.006593915
3129,-0.000793691
3130,0.000735719
3131,-0.001243868
3132,-0.002485542
3133,0.004930974
3134,0.00512586
3135,-0.012739541
3136,0.013336538
3137,-0.004640588
3138,-0.008583063
3139,0.016508221
3140,-0.018841503
3141,0.0178719
3142,-0.007159581
3143,-0.01044683
3144,0.019100108
3145,-0.014183116
3146,0.004605798
3147,-0.005980419
3148,0.005186104
3149,0.008806155
3150,-0.011348735
3151,0.002127273
3152,0.00220336
3153,-0.001142027
3154,-0.007195131
3155,0.016150501
3156,-0.016144718
3157,0.00717027
3158,-0.004878855
3159,0.011728094
3160,-0.011190063
3161,0.008050826
3162,-0.006771459
3163,0.002802457
3164,0.007793433
3165,-0.013942003
3166,0.01117551
3167,-0.011299999
3168,0.005189114
3169,0.004834106
3170,0.000376399
3171,-0.007565122
3172,-0.001539254
3173,0.011519039
3174,-0.013425554
3175,0.007347613
3176,0.003699306
3177,-0.008088134
3178,0.00591353
3179,-0.004935942
3180,0.002943081
3181,0.003480547
3182,-0.001226744
3183,-0.00065117
3184,-0.004544443
3185,0.001621006
3186,-0.001461218
3187,0.002504542
3188,0.009903434
3189,-0.015849545
3190,0.004610888
3191,-0.002296351
3192,0.006132557
3193,-0.002733678
3194,0.002797549
3195,-0.00438121
3196,0.001885076
3197,0.005754758
3198,-0.010492834
3199,0.004412193
3200,0.005008081
3201,-0.007507001
3202,0.006843465
3203,-0.012348113
3204,0.007552252
3205,0.007852362
3206,-0.010489296
3207,0.01027492
3208,-0.010697631
3209,-0.000237588
3210,0.007231883
3211,-0.000885426
3212,0.000655076
3213,-0.009033905
3214,0.006314574
3215,0.004076569
3216,-0.00414167
3217,-0.001345302
3218,0.002149959
3219,-0.007143976
3220,0.016284454
3221,-0.005336647
3222,-0.009152425
3223,-0.001832277
3224,0.00656131
3225,-0.001360479
3226,0.00050759
3227,0.003609317
3228,-0.003436614
3229,-0.002871454
3230,0.011638423
3231,-0.015049873
3232,0.007673278
3233,0.001412301
3234,-0.005024568
3235,0.00794144
3236,-0.009874427
3237,0.010685024
3238,-0.009966699
3239,0.007095976
3240,-0.006181749
3241,0.007357176
3242,-0.009977021
3243,0.0058262
3244,0.004410092
3245,-0.007062205
3246,0.002795379
3247,-0.000992068
3248,-0.002767208
3249,0.00441608
3250,-0.002016136
3251,0.003571805
3252,-0.000684426
3253,-0.005792659
3254,0.000133585
3255,0.012911818
3256,-0.012953517
3257,0.001165263
3258,0.006310598
3259,-0.000836206
3260,-0.001985451
3261,-0.008223842
3262,0.014274299
3263,-0.014049483
3264,0.008959771
3265,-0.002586321
3266,0.0050188
3267,-0.001434374
3268,-0.003191728
3269,-0.005618573
3270,0.008364911
3271,0.003235581
3272,-0.008188507
3273,0.003903238
3274,-0.0024634
3275,-0.001920537
3276,0.010106679
3277,-0.013415488
3278,0.009293897
3279,-0.004675097
3280,0.002539953
3281,0.000714479
3282,-0.00382199
3283,-0.002348667
3284,0.011512995
3285,-0.00680243
3286,-0.003823123
3287,0.006553962
3288,-0.001246654
3289,-0.002247725
3290,-0.001665425
3291,0.005031781
3292,-0.004077221
3293,-0.000739616
3294,0.006867925
3295,-0.007654057
3296,0.003837844
3297,-0.002025657
3298,-0.000242709
3299,0.002745647
3300,-0.000785573
3301,0.000384235
3302,0.001576941
3303,-0.006647141
3304,0.002335714
3305,0.005682636
3306,-0.003163252
3307,-0.003356252
3308,-0.001942162
3309,0.011465535
3310,-0.008624386
3311,0.005454172
3312,-0.006634706
3313,0.006553272
3314,-0.004363153
3315,-0.00313431
3316,0.004653864
3317,-0.001055953
3318,-0.000579205
3319,0.000840207
3320,0.003405696
3321,-0.00475305
3322,0.003423449
3323,-0.007689068
3324,0.009499582
3325,-0.005526596
3326,0.003771533
3327,-0.002732403
3328,-0.005169258
3329,0.012470745
3330,-0.0069162
3331,-0.001945573
3332,0.006809483
3333,-0.009068881
3334,0.005565574
3335,-0.001336692
3336,0.003406884
3337,-0.005376858
3338,-0.000729831
3339,0.003399785
3340,0.004178531
3341,-0.003303589
3342,-0.002699614
3343,-0.0016138
3344,0.005598508
3345,-0.002595479
3346,-0.00033766
3347,-0.002941042
3348,0.003109979
3349,0.005150535
3350,-0.009374404
3351,0.006037543
3352,-0.000315501
3353,0.00025689
3354,-0.005215086
3355,0.004256467
3356,-0.001488875
3357,-0.000530147
3358,0.001584432
3359,0.003012573
3360,-0.004022061
3361,7.42e-05
3362,0.000264816
3363,-0.001372517
3364,0.003296125
3365,-0.001612119
3366,-0.001474364
3367,0.002776547
3368,-0.002371499
3369,0.005941992
3370,-0.010767439
3371,0.012810665
3372,-0.005354909
3373,-0.008160717
3374,0.012926705
3375,-0.01016481
3376,0.007255422
3377,-0.008661001
3378,0.008659999
3379,-0.005004017
3380,0.000382239
3381,0.005013201
3382,-0.002295834
3383,-0.007089773
3384,0.01175696
3385,-0.010816426
3386,0.003888881
3387,0.003636969
3388,-0.000266924
3389,-0.007310143
3390,0.00841595
3391,0.001392676
3392,-0.010225207
3393,0.004891139
3394,0.003755131
3395,-0.009240838
3396,0.008241975
3397,-0.003370756
3398,-0.001284066
3399,0.003371981
3400,0.001194509
3401,-0.005810172
3402,0.007218078
3403,5.68e-05
3404,-0.006231054
3405,0.003510929
3406,-0.002522954
3407,0.001980284
3408,-0.006919877
3409,0.009483508
3410,-0.004677992
3411,0.009957349
3412,-0.015079027
3413,0.005056437
3414,0.002134709
3415,0.011075714
3416,-0.022204874
3417,0.014301966
3418,-0.007672492
3419,0.004148586
3420,-0.000537333
3421,0.005653204
3422,-0.007545123
3423,-0.002743947
3424,0.007526504
3425,0.001597227
3426,-0.006891932
3427,0.002686417
3428,-0.004304289
3429,0.006446007
3430,-0.001207794
3431,0.001888571
3432,-0.001555328
3433,-0.006536259
3434,0.008018448
3435,-0.001383374
3436,-0.000495812
3437,-0.000896077
3438,-0.003437824
3439,0.007303348
3440,-0.006222823
3441,0.004504465
3442,0.00084382
3443,-0.005111705
3444,0.00155795
3445,-0.001221539
3446,-0.000340153
3447,0.006320103
3448,-0.005943712
3449,0.001792177
3450,0.004335539
3451,-0.004171712
3452,-0.005356806
3453,0.008291462
3454,-0.001841584
3455,-0.001230772
3456,0.002756378
3457,-0.005984385
3458,-0.000515493
3459,0.007844563
3460,-0.003840661
3461,0.000611758
3462,-0.004026978
3463,0.003459832
3464,0.0009228
3465,-0.002149192
3466,0.002198919
3467,0.00153676
3468,-0.004138637
3469,0.001041932
3470,-4.64e-05
3471,0.003928716
3472,-0.005320702
3473,0.002303905
3474,-0.003646482
3475,0.006757594
3476,-0.005352794
3477,-0.000460866
3478,-7.61e-06
3479,0.004627756
3480,-0.000203672
3481,-0.005363346
3482,0.003604556
3483,0.002771925
3484,-0.003638812
3485,-0.001402731
3486,0.001170385
3487,-0.002024795
3488,0.006228676
3489,-0.002911516
3490,-0.000965323
3491,-0.00176768
3492,0.006150651
3493,-0.006268414
3494,0.00065909
3495,0.00311141
3496,0.001626098
3497,-0.003518562
3498,-0.002271394
3499,0.00413283
3500,-0.00471406
3501,0.004878367
3502,0.000234318
3503,-0.001272181
3504,-0.005259894
3505,0.005214778
3506,-0.000255589
3507,0.000494355
3508,-0.000656682
3509,0.002649594
3510,-0.007104186
3511,0.011705312
3512,-0.012608465
3513,0.002885769
3514,0.003589394
3515,-0.000605415
3516,-0.003430891
3517,0.005556452
3518,0.003155671
3519,-0.008609471
3520,0.002796955
3521,-0.002204788
3522,0.001940192
3523,-0.002404741
3524,0.001674119
3525,0.010323177
3526,-0.020147863
3527,0.012977508
3528,0.005093076
3529,-0.018267525
3530,0.008617655
3531,0.010747469
3532,-0.016202704
3533,0.01455397
3534,-0.00620903
3535,-0.005758849
3536,0.005391622
3537,-0.001079387
3538,0.001493769
3539,0.003350768
3540,-0.005049215
3541,0.003289369
3542,-0.004528109
3543,-0.001373647
3544,0.008014796
3545,-0.007167373
3546,0.002617736
3547,-0.001361484
3548,0.001469877
3549,0.006455796
3550,-0.010629219
3551,0.003695912
3552,0.000322233
3553,0.003676717
3554,-9.15e-05
3555,-0.009107903
3556,0.007292317
3557,-0.002409898
3558,0.003296354
3559,-0.007799418
3560,0.00537056
3561,0.001906991
3562,-0.001810183
3563,0.000390166
3564,-0.005286686
3565,0.011222405
3566,-0.010699085
3567,0.003907692
3568,0.00284275
3569,-5.22e-07
3570,-0.006366006
3571,0.006203171
3572,-0.005418831
3573,0.002183831
3574,0.004838269
3575,-0.003840483
3576,-4.66e-05
3577,-0.003254472
3578,0.006997385
3579,-0.009240971
3580,0.004348236
3581,0.004769637
3582,-0.006746173
3583,0.008333
3584,-0.005462621
3585,-0.002962901
3586,0.007399814
3587,-0.006046694
3588,0.003334426
3589,-0.004027705
3590,0.002421079
3591,-0.001866501
3592,0.007835731
3593,-0.013991868
3594,0.010698249
3595,-0.00340891
3596,0.005169954
3597,-0.004532537
3598,0.001194171
3599,-0.002527882
3600,0.001148825
3601,-0.001121446
3602,0.004836723
3603,-0.007171193
3604,0.005534857
3605,-0.001447814
3606,-0.000840689
3607,0.002869632
3608,-0.002965296
3609,-0.003815158
3610,0.004720405
3611,0.003512316
3612,-0.002992953
3613,0.001204083
3614,-0.007137069
3615,0.00762815
3616,-0.001583758
3617,-0.00278277
3618,0.002667317
3619,-0.002177394
3620,0.000508435
3621,-0.00149302
3622,0.007210227
3623,-0.008025824
3624,0.004585976
3625,0.000119956
3626,-0.001912711
3627,0.000349986
3628,0.001024892
3629,0.001598426
3630,-0.00557564
3631,0.001190287
3632,0.000900936
3633,0.004137351
3634,-0.002094417
3635,-0.004081209
3636,0.0027831
3637,0.003039456
3638,-0.006378273
3639,0.005101922
3640,-0.005204
3641,0.006135494
3642,-0.001366324
3643,-0.002378732
3644,0.001422186
3645,-0.00114635
3646,0.003745569
3647,-0.002551474
3648,-0.002151192
3649,0.000487414
3650,0.001072345
3651,0.005502094
3652,-0.009606482
3653,0.009439962
3654,-0.006482878
3655,-0.001609777
3656,0.004989402
3657,-0.005654164
3658,0.000290983
3659,0.00848413
3660,-0.002742064
3661,-0.000545976
3662,-0.00481278
3663,0.007038422
3664,-0.007366295
3665,0.005208051
3666,-0.005064049
3667,0.007479639
3668,-0.001247652
3669,-0.008343998
3670,0.006249139
3671,-8.97e-07
3672,-0.001952292
3673,0.000611947
3674,0.001363696
3675,-0.003505092
3676,0.005553599
3677,-0.004849661
3678,0.004357146
3679,-0.001511089
3680,-0.002092018
3681,-0.002087369
3682,0.004484274
3683,0.003551857
3684,-0.008367087
3685,0.002586645
3686,-0.000779091
3687,0.004749848
3688,-0.003009037
3689,-0.003416115
3690,0.004943295
3691,0.001024101
3692,-0.005175712
3693,0.002596737
3694,0.002468052
3695,-0.000215672
3696,-0.003600265
3697,0.003118439
3698,-0.007592043
3699,0.00841912
3700,0.00287743
3701,-0.008306972
3702,0.000604369
3703,0.002865819
3704,0.002810436
3705,-0.00702935
3706,0.002368016
3707,0.003487941
3708,-0.00199083
3709,-0.001589574
3710,0.001005471
3711,0.000678339
3712,-0.001968117
3713,0.009550048
3714,-0.015156542
3715,0.008367254
3716,-0.000606032
3717,-0.001495254
3718,0.004577336
3719,-0.002395
3720,-0.005737019
3721,0.004000778
3722,0.00237244
3723,-0.003581771
3724,0.001743312
3725,0.000979483
3726,-0.000418727
3727,-0.001771719
3728,0.003636723
3729,-0.006972238
3730,0.005943329
3731,0.0006157
3732,-0.001403304
3733,-0.000818917
3734,4.71e-05
3735,0.001656696
3736,-0.003615943
3737,-1.65e-06
3738,0.007400118
3739,-0.010339456
3740,0.003512599
3741,0.00639739
3742,-0.006861545
3743,0.000511008
3744,0.004651233
3745,-0.003311448
3746,-0.001762524
3747,0.003854858
3748,-0.00131671
3749,-0.002491397
3750,0.001879452
3751,0.002306733
3752,-0.000524234
3753,-0.003404361
3754,6.81e-06
3755,0.002154612
3756,-0.000655537
3757,-0.000468181
3758,0.004046506
3759,-0.007669006
3760,0.005422626
3761,-0.003626207
3762,0.004611366
3763,-0.002012559
3764,-0.001290639
3765,0.003403108
3766,-0.000661542
3767,-0.002041814
3768,-0.000836758
3769,0.000656603
3770,0.00118964
3771,-0.000886112
3772,-0.001141031
3773,0.004658169
3774,-0.006076995
3775,0.003491412
3776,-0.00048853
3777,-0.002910833
3778,0.004983371
3779,-0.001838919
3780,-0.000443165
3781,-7e-05
3782,0.00090969
3783,6.85e-05
3784,-0.001537975
3785,0.00018766
3786,-0.00104719
3787,0.000624259
3788,0.000719357
3789,0.001663021
3790,-0.00079198
3791,-0.000538252
3792,0.001639819
3793,-0.002437106
3794,9.52e-05
3795,0.002523246
3796,-0.004436961
3797,0.0036419
3798,-0.001330245
3799,-0.001514887
3800,0.001607396
3801,0.001845443
3802,-0.000841792
3803,-0.004431737
3804,0.004874969
3805,-0.001212459
3806,-0.000257129
3807,0.002875922
3808,-0.004722245
3809,0.000304838
3810,0.000859939
3811,0.004381078
3812,-0.005127928
3813,0.000866192
3814,0.002459796
3815,-0.001734192
3816,0.000350441
3817,-0.005475199
3818,0.003815299
3819,0.004761909
3820,0.000770469
3821,-0.009008174
3822,0.009311801
3823,-0.008059976
3824,0.004806195
3825,0.000351242
3826,-0.004728371
3827,0.003010061
3828,0.001672736
3829,-0.003014048
3830,0.001836733
3831,-0.000989912
3832,-0.000545151
3833,0.006305508
3834,-0.007697497
3835,0.005299326
3836,-0.005524769
3837,0.001673193
3838,0.001055473
3839,-0.000516261
3840,0.000703764
3841,-0.00101029
3842,0.00171555
3843,0.00044754
3844,-0.00251566
3845,0.000234806
3846,0.001457557
3847,0.001247591
3848,-0.000803983
3849,-0.00356678
3850,0.00154937
3851,0.003780492
3852,-0.004906978
3853,0.001924246
3854,-0.001343075
3855,0.003248109
3856,-0.001481399
3857,-0.000566574
3858,-0.008939656
3859,0.020677329
3860,-0.014534999
3861,-0.00225978
3862,0.014633194
3863,-0.004454798
3864,-0.011289203
3865,0.004079415
3866,0.00773588
3867,-0.007592293
3868,0.003470528
3869,-0.001244256
3870,-0.000523974
3871,-0.00071429
3872,0.001096188
3873,0.000262268
3874,-0.0005982
3875,0.004544708
3876,-0.00667087
3877,0.002223395
3878,-0.001773442
3879,0.003155847
3880,-0.001534764
3881,-7.76e-05
3882,0.004858964
3883,-0.014046654
3884,0.020917255
3885,-0.015454229
3886,-9.64e-06
3887,0.01394421
3888,-0.008311442
3889,-0.005395866
3890,0.005792049
3891,-2.94e-05
3892,-0.005820077
3893,0.004723837
3894,0.002221109
3895,-0.008833488
3896,0.009566482
3897,-0.008114083
3898,0.012789455
3899,-0.008144289
3900,-0.004935526
3901,0.006337944
3902,-0.001968482
3903,-0.001615761
3904,0.007337895
3905,-0.004830259
3906,-0.000891942
3907,0.00417823
3908,-0.005024459
3909,0.002735687
3910,-0.004145157
3911,0.004586532
3912,-0.003009889
3913,0.000322101
3914,0.002658003
3915,-0.00224402
3916,-0.003160336
3917,0.006839203
3918,-0.006455126
3919,0.004677719
3920,-0.00148683
3921,0.002398307
3922,-0.00325289
3923,0.002298051
3924,0.005776703
3925,-0.012607987
3926,0.002198739
3927,0.003675487
3928,0.000918477
3929,-0.007210879
3930,0.010796384
3931,-0.007175595
3932,0.00074048
3933,0.008495444
3934,-0.006619099
3935,-0.003421409
3936,0.001752678
3937,0.004204659
3938,-0.002966872
3939,-0.008075568
3940,0.013766775
3941,-0.002659642
3942,-0.00650179
3943,0.007187671
3944,-0.002230667
3945,-0.005828724
3946,0.00539099
3947,0.003026869
3948,-0.007757319
3949,0.002608222
3950,0.003978016
3951,-0.004636937
3952,-0.003785635
3953,0.01537585
3954,-0.010991344
3955,-0.002295659
3956,0.009402628
3957,-0.008716502
3958,0.002621074
3959,0.001583063
3960,-0.003018916
3961,-0.000972235
3962,0.003380319
3963,0.001614355
3964,-0.006518656
3965,0.008135655
3966,-0.003714529
3967,0.00056109
3968,0.004322055
3969,-0.009298207
3970,-9.11e-05
3971,0.006950196
3972,-0.003947811
3973,-0.000366124
3974,0.004755363
3975,-0.005168375
3976,0.00524179
3977,-0.003545815
3978,-0.001376369
3979,0.000847769
3980,0.002251432
3981,-0.001815786
3982,-0.001381701
3983,0.003003991
3984,-0.002207835
3985,0.004544145
3986,-0.000839427
3987,-0.002678252
3988,-0.004995761
3989,0.00915019
3990,-0.009421925
3991,0.007256149
3992,-0.002330065
3993,0.000336468
3994,-0.001082853
3995,0.004162219
3996,-0.002770407
3997,-0.002349708
3998,0.006038976
3999,-0.008473921
4000,0.009581593
4001,-0.010733059
4002,0.004886318
4003,0.003865755
4004,-0.007254707
4005,0.007019197
4006,-0.003080624
4007,-0.001964932
4008,0.006444653
4009,-0.006947818
4010,0.002274745
4011,0.002710785
4012,-0.005373085
4013,0.001235482
4014,0.002812169
4015,0.000469037
4016,-0.000890176
4017,-0.002062256
4018,0.005270178
4019,-0.003159335
4020,-0.004265802
4021,0.005820032
4022,-0.00431908
4023,0.004807683
4024,-0.001532524
4025,-0.004995223
4026,0.005044052
4027,-0.004914666
4028,0.011374294
4029,-0.016841033
4030,0.012156126
4031,0.001597683
4032,-0.007234052
4033,0.003409206
4034,-0.001965171
4035,0.001324959
4036,0.005245209
4037,-0.008564053
4038,0.003665267
4039,-0.002822974
4040,0.002895317
4041,-0.00273485
4042,0.003521032
4043,0.004209012
4044,-0.008720407
4045,0.005255365
4046,-0.006798477
4047,0.006551192
4048,0.002936088
4049,-0.008872626
4050,0.008560416
4051,-0.008202829
4052,0.001427864
4053,0.003751198
4054,-0.001225425
4055,0.000369171
4056,4.93e-05
4057,-0.001474993
4058,0.003120836
4059,-0.0002562
4060,-0.005483313
4061,0.002305262
4062,0.00163832
4063,-0.000709803
4064,0.001225471
4065,0.001223533
4066,-0.00433359
4067,3.77e-17
4068,0.001461682
4069,0.004056156
4070,-0.004026893
4071,0.000958418
4072,-0.003322323
4073,0.002251286
4074,0.00140683
4075,0.000976153
4076,-0.003329936
4077,0.005958161
4078,-0.011711946
4079,0.015183271
4080,-0.006081132
4081,0.000908473
4082,-0.008717599
4083,0.006032701
4084,0.005577868
4085,-0.010054892
4086,-7.3e-06
4087,0.009841824
4088,-0.003684254
4089,-0.000777826
4090,-0.001121918
4091,-0.002207822
4092,0.002559683
4093,0.001492893
4094,-0.002711026
4095,0.001467241
4096,-0.003291984
4097,0.008107337
4098,-0.007385449
4099,0.00124523
4100,0.003550979
4101,-0.002149988
4102,0.001272221
4103,-0.003868916
4104,-0.000426035
4105,0.006845469
4106,-0.002627886
4107,-0.005735388
4108,0.0099709
4109,-0.007704291
4110,-0.000334447
4111,0.004860936
4112,-0.00453472
4113,-0.000196332
4114,0.001429979
4115,0.003280193
4116,0.000125099
4117,-0.003652334
4118,0.003019047
4119,-0.003338877
4120,-0.001000651
4121,0.003793325
4122,-0.003470024
4123,0.000784801
4124,0.002661416
4125,0.00125933
4126,-0.006681308
4127,0.005965789
4128,-0.003404066
4129,0.001306376
4130,0.003265399
4131,-0.005142117
4132,-0.002630985
4133,0.006129632
4134,-0.000209003
4135,-0.000791728
4136,0.001429233
4137,0.000248252
4138,-0.008070784
4139,0.008169359
4140,0.000684329
4141,-0.000413915
4142,-0.006040359
4143,0.000632134
4144,0.003786493
4145,0.003271427
4146,-0.007932708
4147,0.003316247
4148,0.005904434
4149,-0.010607741
4150,0.006171968
4151,0.000197822
4152,-0.003626307
4153,0.003626247
4154,0.0005193
4155,-0.003399137
4156,0.000622146
4157,0.001858433
4158,-0.006182575
4159,0.008538173
4160,-0.002177228
4161,0.000177265
4162,0.000272754
4163,-0.003939354
4164,0.000370418
4165,0.004844117
4166,-0.002471161
4167,0.000923425
4168,-0.004619827
4169,0.00075906
4170,0.007976112
4171,-0.002134256
4172,-0.005687983
4173,0.001658622
4174,0.003489456
4175,0.010453641
4176,-0.022376723
4177,-0.002146912
4178,0.005756131
4179,0.014991607
4180,-0.017799047
4181,0.021382204
4182,-0.022453061
4183,0.017171767
4184,-0.00779617
4185,0.002085842
4186,-0.00555973
4187,0.005633466
4188,-0.005054953
4189,0.014449157
4190,-0.023381203
4191,0.017161276
4192,-0.005484814
4193,-0.005080667
4194,0.007022192
4195,-0.004613531
4196,0.005749144
4197,-0.002898571
4198,-0.000915532
4199,0.001456006
4200,-0.003778667
4201,0.005686221
4202,0.004364873
4203,-0.006974236
4204,-0.001210657
4205,-0.002125131
4206,0.006822236
4207,-0.005657089
4208,-0.000108575
4209,0.007342463
4210,0.001989441
4211,-0.011815246
